player_id,name,position,team,engine_value
9493,Puka Nacua,WR,LAR,999.9
9488,Jaxon Smith-Njigba,WR,SEA,958.9
7547,Amon-Ra St. Brown,WR,DET,900.2
7564,Ja'Marr Chase,WR,CIN,897.6
10229,Rashee Rice,WR,KC,872.8
8137,George Pickens,WR,DAL,860.3
8144,Chris Olave,WR,NO,800.8
8112,Drake London,WR,ATL,771.7
9997,Zay Flowers,WR,BAL,735.0
7569,Nico Collins,WR,HOU,721.3
2133,Davante Adams,WR,LAR,721.2
12526,Tetairoa McMillan,WR,CAR,710.7
8126,Wan'Dale Robinson,WR,NYG,700.9
8148,Jameson Williams,WR,DET,700.0
11632,Malik Nabers,WR,NYG,695.2
6786,CeeDee Lamb,WR,DAL,689.7
10232,Michael Wilson,WR,ARI,674.7
9754,Quentin Johnston,WR,LAC,664.3
11620,Rome Odunze,WR,CHI,660.6
12514,Emeka Egbuka,WR,TB,660.0
9487,Parker Washington,WR,JAX,656.1
5859,A.J. Brown,WR,PHI,654.4
11627,Troy Franklin,WR,DEN,654.3
11635,Ladd McConkey,WR,LAC,649.8
6801,Tee Higgins,WR,CIN,649.3
8146,Garrett Wilson,WR,NYJ,647.9
6794,Justin Jefferson,WR,MIN,646.1
8121,Romeo Doubs,WR,GB,639.2
8167,Christian Watson,WR,GB,635.5
8142,Alec Pierce,WR,IND,634.5
11628,Marvin Harrison Jr.,WR,ARI,627.2
9756,Jordan Addison,WR,MIN,621.6
12530,Travis Hunter,WR,JAX,614.9
7049,Jauan Jennings,WR,SF,614.4
8134,Khalil Shakir,WR,BUF,612.2
7526,Jaylen Waddle,WR,MIA,611.0
5846,DK Metcalf,WR,PIT,609.8
9500,Josh Downs,WR,IND,608.9
11631,Brian Thomas Jr.,WR,JAX,608.0
10213,Tre Tucker,WR,LV,607.4
5045,Courtland Sutton,WR,DEN,606.5
12540,Chimere Dike,WR,TEN,605.0
7525,DeVonta Smith,WR,PHI,604.8
6819,Michael Pittman Jr.,WR,IND,595.0
11637,Keon Coleman,WR,BUF,589.5
11638,Ricky Pearsall,WR,SF,588.6
5872,Deebo Samuel,WR,WSH,582.7
12519,Luther Burden III,WR,CHI,581.6
9504,Kayshon Boutte,WR,NE,581.0
5947,Jakobi Meyers,WR,JAX,579.4
12499,Elic Ayomanor,WR,TEN,579.0
11610,Malik Washington,WR,MIA,578.5
12484,Jayden Higgins,WR,HOU,578.3
12497,Tory Horton,WR,SEA,578.1
2449,Stefon Diggs,WR,NE,577.9
11624,Xavier Worthy,WR,KC,577.6
4983,DJ Moore,WR,CHI,569.6
3321,Tyreek Hill,WR,MIA,563.1
10222,Jayden Reed,WR,GB,561.8
11646,Jalen Coker,WR,CAR,561.0
1479,Keenan Allen,WR,LAC,557.3
5927,Terry McLaurin,WR,WSH,554.4
11626,Xavier Legette,WR,CAR,553.6
2216,Mike Evans,WR,TB,549.6
6783,Jerry Jeudy,WR,CLE,549.1
11618,Jalen McMillan,WR,TB,548.5
8676,Rashid Shaheed,WR,SEA,546.8
11783,Ryan Flournoy,WR,DAL,546.0
11625,Adonai Mitchell,WR,NYJ,544.0
9494,Marvin Mims Jr.,WR,DEN,542.3
12485,Tez Johnson,WR,TB,541.0
9501,DeMario Douglas,WR,NE,538.6
8180,Jalen Nailor,WR,MIN,537.4
10218,Xavier Hutchinson,WR,HOU,537.1
12492,Pat Bryant,WR,DEN,535.0
6943,Gabe Davis,WR,BUF,534.3
4037,Chris Godwin Jr.,WR,TB,533.7
12535,Isaac TeSlaa,WR,DET,533.1
5848,Hollywood Brown,WR,KC,532.8
11650,Luke McCaffrey,WR,WSH,530.5
12501,Matthew Golden,WR,GB,525.6
9486,Dontayvion Wicks,WR,GB,522.1
8188,Tyquan Thornton,WR,KC,521.6
5970,Greg Dortch,WR,ARI,520.8
12509,Tre' Harris,WR,LAC,515.1
12536,Jaylin Noel,WR,HOU,514.2
10226,Andrei Iosivas,WR,CIN,512.6
8125,Calvin Austin III,WR,PIT,511.3
12520,Xavier Restrepo,WR,TEN,507.7
8147,John Metchie III,WR,NYJ,507.6
12503,Isaiah Bond,WR,CLE,505.9
10444,Cedric Tillman,WR,CLE,501.6
7571,Rashod Bateman,WR,BAL,498.0
11608,Isaiah Williams,WR,NYJ,497.7
8135,Treylon Burks,WR,WSH,496.3
13079,Jahdae Walker,WR,CHI,495.1
7587,Dyami Brown,WR,JAX,494.9
6271,Olamide Zaccheaus,WR,CHI,493.3
4039,Cooper Kupp,WR,SEA,490.9
12641,Jaylin Lane,WR,WSH,486.5
7670,Joshua Palmer,WR,BUF,486.4
12483,Jack Bech,WR,LV,486.2
5955,Hunter Renfrow,WR,CAR,486.1
6149,Darius Slayton,WR,NYG,480.8
11629,Devontez Walker,WR,BAL,479.1
12547,Kyle Williams,WR,NE,476.0
8119,Jahan Dotson,WR,PHI,475.0
12482,Savion Williams,WR,GB,472.6
7090,Darnell Mooney,WR,ATL,472.3
12523,Jimmy Horn Jr.,WR,CAR,469.5
11617,Malachi Corley,WR,CLE,468.4
8117,Jalen Tolbert,WR,DAL,466.8
12718,Konata Mumpfield,WR,LAR,466.7
6920,Isaiah Hodgins,WR,PIT,466.2
11630,Roman Wilson,WR,PIT,466.0
4177,Mack Hollins,WR,NE,465.4
7596,Elijah Moore,WR,BUF,464.3
12541,Dont'e Thornton Jr.,WR,LV,456.7
11623,Jordan Whittington,WR,LAR,456.6
5938,Lil'Jordan Humphrey,WR,NYG,453.6
12542,Efton Chism III,WR,NE,452.6
8917,KaVontae Turpin,WR,DAL,452.1
11921,Xavier Weaver,WR,ARI,451.1
11834,Devaughn Vele,WR,NO,450.3
12670,KeAndre Lambert-Smith,WR,LAC,449.8
11633,Jamari Thrash,WR,CLE,449.0
3200,Sterling Shepard,WR,TB,447.1
11806,Casey Washington,WR,ATL,446.7
11068,Mitchell Tinsley,WR,CIN,444.7
11377,Tyrell Shavers,WR,BUF,440.4
11994,Kameron Johnson,WR,TB,440.0
12496,Tai Felton,WR,MIN,438.4
7562,Tutu Atwell,WR,LAR,437.9
9497,Jalin Hyatt,WR,NYG,437.5
4950,Christian Kirk,WR,HOU,434.9
13150,Darius Cooper,WR,PHI,434.5
11895,Mason Tipton,WR,NO,434.0
4040,JuJu Smith-Schuster,WR,KC,433.8
11474,Dylan Drummond,WR,ATL,433.1
4981,Calvin Ridley,WR,TEN,432.9
13101,Gage Larvadain,WR,CLE,432.8
11821,Tahj Washington,WR,MIA,432.6
4454,Kendrick Bourne,WR,SF,432.1
12889,Beaux Collins,WR,NYG,431.8
12539,Arian Smith,WR,NYJ,429.5
12634,Jordan Watkins,WR,SF,427.8
11157,Brycen Tremayne,WR,CAR,426.7
11210,Malik Heath,WR,GB,423.9
8168,Skyy Moore,WR,SF,421.8
12505,Jalen Royals,WR,KC,420.1
6960,Tyler Johnson,WR,NYJ,419.5
6853,Van Jefferson,WR,TEN,416.4
11762,Anthony Gould,WR,IND,414.5
11168,Xavier Smith,WR,LAR,414.1
12732,Dominic Lovett,WR,DET,413.7
7595,Tylan Wallace,WR,BAL,411.6
12699,LaJohntay Wester,WR,BAL,411.5
11306,Xavier Gipson,WR,PHI,407.7
12971,Ke'Shawn Williams,WR,PIT,407.7
6154,David Sills V,WR,ATL,406.1
4234,Noah Brown,WR,WSH,405.6
4351,Tim Patrick,WR,JAX,403.1
10234,Derius Davis,WR,LAC,401.7
11421,Ryan Miller,WR,TB,399.0
9489,Justin Shorter,WR,LV,398.8
5374,Justin Watson,WR,HOU,398.0
4171,Josh Reynolds,WR,NYJ,396.8
4080,Zay Jones,WR,ARI,396.4
4082,Curtis Samuel,WR,BUF,395.9
8527,Dareke Young,WR,SEA,395.5
3634,Kalif Raymond,WR,DET,393.4
7039,Cody White,WR,SEA,391.7
3286,Demarcus Robinson,WR,SF,391.5
5086,Marquez Valdes-Scantling,WR,PIT,391.1
1426,DeAndre Hopkins,WR,BAL,390.3
6699,Gunner Olszewski,WR,NYG,390.2
7746,Austin Trammell,WR,JAX,389.6
11320,Nikko Remigio,WR,KC,388.0
2374,Tyler Lockett,WR,LV,385.9
5185,Allen Lazard,WR,NYJ,385.6
5121,Braxton Berrios,WR,HOU,385.5
6427,Ashton Dulin,WR,IND,381.1
5096,Ray-Ray McCloud III,WR,NYG,372.0
10228,Charlie Jones,WR,CIN,371.7
7496,Nick Westbrook-Ikhine,WR,MIA,369.8
2197,Brandin Cooks,WR,NO,368.0
7436,Mason Kinsey,WR,TEN,366.7
11311,Jason Brownlee,WR,KC,364.0
8013,Tim Jones,WR,JAX,364.0
7757,Ben Skowronek,WR,PIT,361.1
3269,Chris Moore,WR,WSH,359.9
10867,Jake Bobo,WR,SEA,358.6
1689,Adam Thielen,WR,MIN,358.5
6290,Scotty Miller,WR,PIT,358.3
3423,Robbie Chosen,WR,WSH,357.8
8250,Tay Martin,WR,WSH,357.1
5113,Cedrick Wilson Jr.,WR,MIA,341.9
7612,Dee Eskridge,WR,MIA,340.5
6957,James Proche II,WR,TEN,339.2
7812,Simi Fehoko,WR,ARI,325.9
6386,Alex Bachman,WR,LV,315.1
5154,Trent Sherfield Sr.,WR,DEN,311.9
4274,David Moore,WR,CAR,295.5
5110,Russell Gage Jr.,WR,SF,294.3
5781,Malik Turner,WR,SF,294.3
5773,KhaDarel Hodge,WR,ATL,293.9
8130,Trey McBride,TE,ARI,782.5
11604,Brock Bowers,TE,LV,627.8
7553,Kyle Pitts Sr.,TE,ATL,618.7
9484,Tucker Kraft,TE,GB,609.3
12518,Tyler Warren,TE,IND,595.2
12506,Harold Fannin Jr.,TE,CLE,583.7
8110,Jake Ferguson,TE,DAL,546.7
12517,Colston Loveland,TE,CHI,540.5
10859,Sam LaPorta,TE,DET,533.2
11603,AJ Barner,TE,SEA,510.6
9480,Brenton Strange,TE,JAX,509.0
10236,Dalton Kincaid,TE,BUF,506.3
11597,Theo Johnson,TE,NYG,505.6
12493,Oronde Gadsden II,TE,LAC,502.5
4217,George Kittle,TE,SF,485.9
6865,Colby Parkinson,TE,LAR,484.2
8111,Cade Otton,TE,TB,483.0
7002,Juwan Johnson,TE,NO,482.8
8210,Chig Okonkwo,TE,TEN,481.3
5001,Dalton Schultz,TE,HOU,479.9
6843,Albert Okwuegbunam Jr.,TE,LV,476.7
12502,Gunnar Helm,TE,TEN,473.6
12498,Mason Taylor,TE,NYJ,472.3
8172,Greg Dulcich,TE,MIA,468.5
9482,Michael Mayer,TE,LV,467.6
7600,Pat Freiermuth,TE,PIT,465.3
5022,Dallas Goedert,TE,PHI,463.3
8698,Jake Tonges,TE,SF,462.0
9479,Darnell Washington,TE,PIT,461.6
5844,T.J. Hockenson,TE,MIN,451.9
8131,Isaiah Likely,TE,BAL,450.3
