player_id,name,position,team,engine_value,sf_engine_value,value_confidence,engine_value_8,sf_engine_value_8,engine_value_10,sf_engine_value_10,engine_value_12,sf_engine_value_12,engine_value_14,sf_engine_value_14
4984,Josh Allen,QB,BUF,739.1,999.9,0.352,739.1,999.9,739.1,999.9,739.1,999.9,739.1,999.9
6904,Jalen Hurts,QB,PHI,549.5,723.5,0.336,530.9,689.7,549.5,723.5,554.8,732.6,561.9,747.4
6797,Justin Herbert,QB,LAC,507.4,649.5,0.344,471.8,634.5,507.4,649.5,516.1,658.6,527.5,671.0
4046,Patrick Mahomes,QB,KC,474.4,651.6,0.353,473.3,650.1,474.4,651.6,488.2,658.3,505.0,665.3
4881,Lamar Jackson,QB,BAL,463.0,772.8,0.334,461.7,770.8,463.0,772.8,467.7,780.4,486.9,786.4
8183,Brock Purdy,QB,SF,443.8,616.0,0.35,442.6,614.3,443.8,616.0,448.7,622.5,450.2,624.5
421,Matthew Stafford,QB,LAR,439.7,583.9,0.357,439.7,583.9,439.7,583.9,439.7,583.9,439.7,583.9
11564,Drake Maye,QB,NE,437.7,807.6,0.358,437.7,807.6,437.7,807.6,437.7,807.6,439.8,811.4
3163,Jared Goff,QB,DET,433.1,578.6,0.333,431.7,576.7,433.1,578.6,437.1,583.8,439.0,586.3
7523,Trevor Lawrence,QB,JAX,430.0,608.2,0.356,428.6,606.2,430.0,608.2,435.4,615.6,437.1,617.8
6770,Joe Burrow,QB,CIN,421.8,579.4,0.331,420.2,577.3,421.8,579.4,427.7,587.2,429.5,589.6
11566,Jayden Daniels,QB,WSH,415.5,704.3,0.328,415.5,704.3,415.5,704.3,419.3,710.5,421.3,713.8
9758,C.J. Stroud,QB,HOU,412.9,721.3,0.344,412.9,721.3,412.9,721.3,412.9,721.3,414.8,724.6
6804,Jordan Love,QB,GB,410.0,565.8,0.338,408.9,564.3,410.0,565.8,416.2,574.1,418.1,576.6
7591,Justin Fields,QB,NYJ,408.5,561.1,0.351,407.2,559.3,408.5,561.1,412.2,566.0,414.7,569.2
4892,Baker Mayfield,QB,TB,404.0,548.0,0.331,403.5,547.5,404.0,548.0,408.1,553.5,410.0,555.9
4943,Sam Darnold,QB,SEA,402.8,542.2,0.322,401.4,540.4,402.8,542.2,406.9,547.6,408.8,550.0
5849,Kyler Murray,QB,ARI,398.4,555.3,0.33,397.4,553.9,398.4,555.3,404.6,563.5,406.5,566.1
11560,Caleb Williams,QB,CHI,392.5,746.8,0.352,392.5,746.8,392.5,746.8,392.5,746.8,393.3,748.2
6768,Tua Tagovailoa,QB,MIA,382.0,625.1,0.319,382.0,625.1,382.0,625.1,386.4,632.1,388.5,635.3
11563,Bo Nix,QB,DEN,378.0,540.5,0.336,376.9,539.0,378.0,540.5,382.0,546.0,384.2,548.9
3294,Dak Prescott,QB,DAL,374.3,536.1,0.355,374.3,536.1,374.3,536.1,374.3,536.1,374.3,536.1
5870,Daniel Jones,QB,IND,367.2,529.7,0.35,367.2,529.7,367.2,529.7,369.6,533.0,371.5,535.5
12508,Jaxson Dart,QB,NYG,346.5,634.4,0.35,346.5,634.4,346.5,634.4,346.5,634.4,346.5,634.4
9228,Bryce Young,QB,CAR,330.3,623.4,0.327,330.3,623.4,330.3,623.4,330.3,623.4,330.3,623.4
3257,Jacoby Brissett,QB,ARI,324.1,472.9,0.348,324.1,472.9,324.1,472.9,324.1,472.9,324.1,472.9
3161,Carson Wentz,QB,MIN,323.8,455.4,0.344,323.8,455.4,323.8,455.4,323.8,455.4,323.8,455.4
1166,Kirk Cousins,QB,ATL,318.4,434.3,0.328,318.4,434.3,318.4,434.3,318.4,434.3,318.4,434.3
