player_id,name,position,team,engine_value,sf_engine_value,value_confidence,engine_value_8,sf_engine_value_8,engine_value_10,sf_engine_value_10,engine_value_12,sf_engine_value_12,engine_value_14,sf_engine_value_14
4984,Josh Allen,QB,BUF,406.5,999.9,0.352,406.5,999.9,406.5,999.9,406.5,999.9,406.5,999.9
6904,Jalen Hurts,QB,PHI,303.6,712.4,0.336,291.9,674.7,303.6,712.4,305.7,718.5,308.8,729.4
6797,Justin Herbert,QB,LAC,277.1,638.6,0.344,257.9,620.7,277.1,638.6,280.3,645.5,285.0,655.1
4046,Patrick Mahomes,QB,KC,263.1,635.4,0.353,262.5,633.9,263.1,635.4,268.0,641.0,274.7,646.0
4881,Lamar Jackson,QB,BAL,254.9,750.7,0.334,254.3,748.8,254.9,750.7,257.2,757.6,264.6,762.6
8183,Brock Purdy,QB,SF,248.5,602.1,0.35,247.8,600.5,248.5,602.1,250.8,607.8,251.8,610.0
7523,Trevor Lawrence,QB,JAX,244.4,596.0,0.356,243.7,594.2,244.4,596.0,247.0,602.4,248.0,604.8
421,Matthew Stafford,QB,LAR,239.9,572.0,0.357,239.9,572.0,239.9,572.0,239.9,572.0,239.9,572.0
11564,Drake Maye,QB,NE,239.4,763.4,0.358,239.4,763.4,239.4,763.4,239.4,763.4,240.7,767.5
3163,Jared Goff,QB,DET,236.8,567.6,0.333,236.1,565.9,236.8,567.6,238.7,572.1,239.9,575.1
6770,Joe Burrow,QB,CIN,234.8,566.7,0.331,234.0,564.7,234.8,566.7,237.7,573.7,238.8,576.4
9758,C.J. Stroud,QB,HOU,229.4,703.7,0.344,229.4,703.7,229.4,703.7,229.4,703.7,230.6,707.2
6804,Jordan Love,QB,GB,229.4,556.7,0.338,228.6,554.8,229.4,556.7,232.3,563.8,233.5,566.6
7591,Justin Fields,QB,NYJ,226.8,550.1,0.351,226.1,548.4,226.8,550.1,228.5,554.3,230.0,557.9
4892,Baker Mayfield,QB,TB,224.2,538.8,0.331,224.0,538.2,224.2,538.8,226.2,543.5,227.3,546.2
5849,Kyler Murray,QB,ARI,223.4,544.2,0.33,222.9,542.9,223.4,544.2,226.5,551.6,227.6,554.4
11566,Jayden Daniels,QB,WSH,223.2,667.9,0.328,223.2,667.9,223.2,667.9,225.1,673.8,226.3,677.4
4943,Sam Darnold,QB,SEA,220.8,531.8,0.322,220.2,530.4,220.8,531.8,222.8,536.5,223.9,539.3
11560,Caleb Williams,QB,CHI,217.5,706.4,0.352,217.5,706.4,217.5,706.4,217.5,706.4,217.9,707.7
3294,Dak Prescott,QB,DAL,215.1,526.6,0.355,215.1,526.6,215.1,526.6,215.1,526.6,215.1,526.6
11563,Bo Nix,QB,DEN,211.3,517.8,0.336,210.7,516.4,211.3,517.8,213.4,522.9,214.7,526.2
5870,Daniel Jones,QB,IND,211.3,520.3,0.35,211.3,520.3,211.3,520.3,212.3,522.8,213.5,525.7
6768,Tua Tagovailoa,QB,MIA,210.5,610.6,0.319,210.5,610.6,210.5,610.6,212.6,616.7,213.8,620.2
9228,Bryce Young,QB,CAR,193.0,610.9,0.327,193.0,610.9,193.0,610.9,193.0,610.9,193.0,610.9
3257,Jacoby Brissett,QB,ARI,188.5,466.4,0.348,188.5,466.4,188.5,466.4,188.5,466.4,188.5,466.4
3161,Carson Wentz,QB,MIN,183.6,450.0,0.344,183.6,450.0,183.6,450.0,183.6,450.0,183.6,450.0
7527,Mac Jones,QB,SF,179.1,573.1,0.33,179.1,573.1,179.1,573.1,179.1,573.1,179.1,573.1
1166,Kirk Cousins,QB,ATL,177.7,430.0,0.328,177.7,430.0,177.7,430.0,177.7,430.0,177.7,430.0
12508,Jaxson Dart,QB,NYG,174.1,549.9,0.35,174.1,549.9,174.1,549.9,174.1,549.9,174.1,549.9
19,Joe Flacco,QB,CIN,173.6,419.0,0.339,173.6,419.0,173.6,419.0,173.6,419.0,173.6,419.0
6111,Jake Browning,QB,CIN,172.3,514.1,0.348,172.3,514.1,172.3,514.1,172.3,514.1,172.3,514.1
2306,Jameis Winston,QB,NYG,170.5,427.2,0.341,170.5,427.2,170.5,427.2,170.5,427.2,170.5,427.2
1373,Geno Smith,QB,LV,169.5,419.2,0.318,169.5,419.2,169.5,419.2,169.5,419.2,169.5,419.2
11562,Spencer Rattler,QB,NO,167.5,522.4,0.326,167.5,522.4,167.5,522.4,167.5,522.4,167.5,522.4
2307,Marcus Mariota,QB,WSH,164.8,410.1,0.317,164.8,410.1,164.8,410.1,164.8,410.1,164.8,410.1
96,Aaron Rodgers,QB,PIT,164.3,399.3,0.326,164.3,399.3,164.3,399.3,164.3,399.3,164.3,399.3
11565,J.J. McCarthy,QB,MIN,163.9,547.8,0.341,163.9,547.8,163.9,547.8,163.9,547.8,163.9,547.8
7585,Davis Mills,QB,HOU,156.3,511.2,0.336,156.3,511.2,156.3,511.2,156.3,511.2,156.3,511.2
11559,Michael Penix Jr.,QB,ATL,153.0,525.0,0.341,153.0,525.0,153.0,525.0,153.0,525.0,153.0,525.0
12545,Tyler Shough,QB,NO,148.1,493.1,0.344,148.1,493.1,148.1,493.1,148.1,493.1,148.1,493.1
1234,Russell Wilson,QB,NYG,147.3,368.3,0.32,147.3,368.3,147.3,368.3,147.3,368.3,147.3,368.3
7083,Tyler Huntley,QB,BAL,144.0,404.7,0.309,144.0,404.7,144.0,404.7,144.0,404.7,144.0,404.7
12522,Cam Ward,QB,TEN,142.9,448.0,0.336,142.9,448.0,142.9,448.0,142.9,448.0,142.9,448.0
12524,Shedeur Sanders,QB,CLE,133.2,437.4,0.337,133.2,437.4,133.2,437.4,133.2,437.4,133.2,437.4
827,Tyrod Taylor,QB,NYJ,132.7,338.7,0.322,132.7,338.7,132.7,338.7,132.7,338.7,132.7,338.7
11557,Joe Milton III,QB,DAL,130.8,327.4,0.323,130.8,327.4,130.8,327.4,130.8,327.4,130.8,327.4
9229,Anthony Richardson Sr.,QB,IND,130.3,400.8,0.321,130.3,400.8,130.3,400.8,130.3,400.8,130.3,400.8
12486,Dillon Gabriel,QB,CLE,112.1,373.0,0.326,112.1,373.0,112.1,373.0,112.1,373.0,112.1,373.0
3976,Mitchell Trubisky,QB,BUF,108.9,286.1,0.334,108.9,286.1,108.9,286.1,108.9,286.1,108.9,286.1
12500,Quinn Ewers,QB,MIA,107.6,356.3,0.33,107.6,356.3,107.6,356.3,107.6,356.3,107.6,356.3
5854,Drew Lock,QB,SEA,107.4,335.9,0.307,107.4,335.9,107.4,335.9,107.4,335.9,107.4,335.9
12538,Brady Cook,QB,NYJ,105.2,329.1,0.326,105.2,329.1,105.2,329.1,105.2,329.1,105.2,329.1
9230,Tanner McKee,QB,PHI,101.8,328.0,0.312,101.8,328.0,101.8,328.0,101.8,328.0,101.8,328.0
4381,Taysom Hill,QB,NO,100.3,261.4,0.309,100.3,261.4,100.3,261.4,100.3,261.4,100.3,261.4
1837,Jimmy Garoppolo,QB,LAR,97.5,256.7,0.327,97.5,256.7,97.5,256.7,97.5,256.7,97.5,256.7
4972,Mason Rudolph,QB,PIT,94.9,251.5,0.309,94.9,251.5,94.9,251.5,94.9,251.5,94.9,251.5
8162,Sam Howell,QB,DAL,92.8,303.0,0.332,92.8,303.0,92.8,303.0,92.8,303.0,92.8,303.0
4574,Cooper Rush,QB,BAL,89.6,233.4,0.301,89.6,233.4,89.6,233.4,89.6,233.4,89.6,233.4
