player_id,name,position,team,engine_value
7098,Ty'Son Williams,RB,ARI,14.4
9488,Jaxon Smith-Njigba,WR,SEA,999.9
2446,MyCole Pruitt,TE,PIT,8.8
1346,Marquise Goodwin,WR,CLE,109.6
8831,Ethan Fernea,WR,IND,205.2
12013,Jaden Shirden,RB,CAR,142.2
8151,Kenneth Walker III,RB,SEA,292.6
3258,Nick Vannett,TE,MIN,14.0
8595,Kyric McGowan,WR,MIA,225.4
7591,Justin Fields,QB,NYJ,474.3
13166,Kisean Johnson,WR,CLE,248.5
9998,Hendon Hooker,QB,CAR,111.2
12700,Gavin Bartholomew,TE,MIN,89.6
10235,Roschon Johnson,RB,CHI,130.5
11652,Louis Rees-Zammit,WR,JAX,243.3
7808,Ben Mason,TE,LAC,84.3
7602,Kylen Granson,TE,PHI,85.3
8194,Jashaun Corbin,RB,NE,86.9
11584,Bucky Irving,RB,TB,654.2
12496,Tai Felton,WR,MIN,265.0
9497,Jalin Hyatt,WR,NYG,273.0
5128,Logan Woodside,QB,PIT,102.4
13053,Daniel Jackson,WR,HOU,248.5
7579,Austin Watkins Jr.,WR,PHI,205.2
4455,Matt Breida,RB,SF,8.2
4973,Hayden Hurst,TE,LAC,14.0
5374,Justin Watson,WR,HOU,238.1
11114,Elijah Dotson,RB,ATL,58.6
8523,Nick Muse,TE,ARI,84.3
4127,C.J. Beathard,QB,DET,98.0
11859,John Rhys Plumlee,QB,PIT,115.6
5026,Tre'Quan Smith,WR,DET,163.7
8881,Willie Johnson,WR,JAX,187.0
4464,Nick Mullens,QB,JAX,102.4
5432,Cam Sims,WR,CAR,163.7
4229,Mason Schreck,TE,HOU,14.0
13034,Tyrone Broden,WR,SEA,243.3
13240,Toa Taua,RB,CLE,86.9
7537,Jaret Patterson,RB,LAC,126.6
2238,John Brown,WR,BUF,109.6
11964,Dayton Wade,WR,BAL,237.7
12788,Will Sheppard,WR,GB,248.5
12237,Lincoln Sefcik,TE,NYJ,84.3
12231,JJ Laap,WR,LAR,243.3
8543,Drew Estrada,WR,HOU,187.0
11960,Steven Stilianos,TE,DET,92.2
6308,Ian Bunting,TE,DAL,57.1
7859,Nick Eubanks,TE,IND,65.0
6665,Jody Fortson,TE,KC,57.1
11616,Jacob Cowing,WR,SF,243.3
11655,Tyrone Tracy Jr.,RB,NYG,218.4
5124,Alex McGough,WR,GB,163.7
6598,Trenton Irwin,WR,NYJ,163.7
8185,Johnny Johnson III,WR,HOU,225.4
12063,Rocky Lombardi,QB,CIN,111.2
10215,Jake Haener,QB,NO,113.8
4362,Cethan Carter,TE,MIA,38.6
9226,De'Von Achane,RB,MIA,757.2
12224,David White Jr.,WR,BUF,237.7
8409,Tyler Snead,WR,PIT,237.7
11419,Kade Warner,WR,TB,205.2
8229,Isaiah Weston,WR,CLE,187.0
2463,Jesse James,TE,NO,30.7
11874,Jaylen Johnson,WR,LAC,237.7
12732,Dominic Lovett,WR,DET,250.7
12036,Ian Wheeler,RB,CHI,120.1
8884,JJ Howland,TE,TB,65.0
7559,Ihmir Smith-Marsette,WR,NYG,225.4
12933,Caden Prieskorn,TE,CLE,84.3
6744,Greg Ward,WR,IND,152.6
8442,Jarrett Guarantano,QB,DEN,111.2
12475,Ricky White III,WR,SEA,248.5
7568,Brevin Jordan,TE,HOU,92.2
11172,Shae Wyatt,WR,SF,205.2
12154,Messiah Swinson,TE,ARI,92.2
8146,Garrett Wilson,WR,NYJ,506.3
6146,Kaden Smith,TE,WSH,65.0
11802,Tejhaun Palmer,WR,ARI,237.7
12950,Robert Lewis,WR,MIN,248.5
11413,Ronnie Brown,RB,TB,86.9
4177,Mack Hollins,WR,NE,254.2
12528,Ajou Ajou,WR,IND,248.5
5859,A.J. Brown,WR,PHI,430.3
3278,Pharoh Cooper,WR,ARI,152.6
12061,Noah Cain,RB,CIN,120.1
9757,Kendre Miller,RB,NO,220.0
3503,Geronimo Allison,WR,ATL,129.2
9224,Chase Brown,RB,CIN,368.2
6908,La'Mical Perine,RB,PIT,32.8
7904,Stevie Scott,RB,ARI,86.9
10229,Rashee Rice,WR,KC,953.5
7619,Mathew Sexton,WR,MIA,187.0
11624,Xavier Worthy,WR,KC,420.6
2422,Blake Bell,TE,KC,0.0
7609,Demetric Felton,RB,WSH,32.8
8195,Ronnie Rivers,RB,LAR,58.6
9498,Jadon Haselwood,WR,PHI,243.3
12809,Mac Dalena,WR,SEA,243.3
12658,Jackson Hawes,TE,BUF,151.1
6797,Justin Herbert,QB,LAC,561.5
11635,Ladd McConkey,WR,LAC,499.6
11994,Kameron Johnson,WR,TB,272.7
12817,Jake Briningstool,TE,KC,89.6
11633,Jamari Thrash,WR,CLE,284.4
12486,Dillon Gabriel,QB,CLE,319.0
3163,Jared Goff,QB,DET,500.3
8437,Thomas Hennigan,WR,MIN,205.2
