player_id,name,position,team,engine_value
9493,Puka Nacua,WR,LAR,999.9
9488,Jaxon Smith-Njigba,WR,SEA,980.6
7564,Ja'Marr Chase,WR,CIN,899.7
10229,Rashee Rice,WR,KC,897.7
7547,Amon-Ra St. Brown,WR,DET,897.6
8137,George Pickens,WR,DAL,893.5
8144,Chris Olave,WR,NO,824.4
8112,Drake London,WR,ATL,788.0
7569,Nico Collins,WR,HOU,742.3
2133,Davante Adams,WR,LAR,742.3
8126,Wan'Dale Robinson,WR,NYG,735.9
6786,CeeDee Lamb,WR,DAL,727.0
12526,Tetairoa McMillan,WR,CAR,720.5
11632,Malik Nabers,WR,NYG,715.5
9997,Zay Flowers,WR,BAL,712.7
8148,Jameson Williams,WR,DET,703.2
10232,Michael Wilson,WR,ARI,691.1
12514,Emeka Egbuka,WR,TB,684.7
9754,Quentin Johnston,WR,LAC,680.6
11627,Troy Franklin,WR,DEN,680.5
11620,Rome Odunze,WR,CHI,676.7
6801,Tee Higgins,WR,CIN,674.6
5859,A.J. Brown,WR,PHI,674.0
11635,Ladd McConkey,WR,LAC,668.8
8146,Garrett Wilson,WR,NYJ,667.1
9487,Parker Washington,WR,JAX,661.5
8121,Romeo Doubs,WR,GB,654.7
6794,Justin Jefferson,WR,MIN,652.7
8167,Christian Watson,WR,GB,651.1
9756,Jordan Addison,WR,MIN,647.1
11628,Marvin Harrison Jr.,WR,ARI,642.4
8134,Khalil Shakir,WR,BUF,642.1
5846,DK Metcalf,WR,PIT,641.4
7049,Jauan Jennings,WR,SF,635.4
5045,Courtland Sutton,WR,DEN,632.5
12530,Travis Hunter,WR,JAX,629.7
7526,Jaylen Waddle,WR,MIA,626.0
12540,Chimere Dike,WR,TEN,624.9
10213,Tre Tucker,WR,LV,624.7
11631,Brian Thomas Jr.,WR,JAX,623.8
8142,Alec Pierce,WR,IND,623.5
9500,Josh Downs,WR,IND,622.5
7525,DeVonta Smith,WR,PHI,622.1
5872,Deebo Samuel,WR,WSH,613.7
6819,Michael Pittman Jr.,WR,IND,610.4
11638,Ricky Pearsall,WR,SF,602.9
9504,Kayshon Boutte,WR,NE,598.4
5947,Jakobi Meyers,WR,JAX,595.8
11637,Keon Coleman,WR,BUF,595.2
2449,Stefon Diggs,WR,NE,595.1
12519,Luther Burden III,WR,CHI,594.7
11618,Jalen McMillan,WR,TB,593.9
12497,Tory Horton,WR,SEA,592.0
11624,Xavier Worthy,WR,KC,591.4
4983,DJ Moore,WR,CHI,591.1
12499,Elic Ayomanor,WR,TEN,591.0
12484,Jayden Higgins,WR,HOU,588.2
11610,Malik Washington,WR,MIA,586.2
2216,Mike Evans,WR,TB,582.8
10222,Jayden Reed,WR,GB,579.4
3321,Tyreek Hill,WR,MIA,577.2
5927,Terry McLaurin,WR,WSH,575.5
11626,Xavier Legette,WR,CAR,573.8
1479,Keenan Allen,WR,LAC,571.6
4037,Chris Godwin Jr.,WR,TB,567.0
8676,Rashid Shaheed,WR,SEA,566.6
6783,Jerry Jeudy,WR,CLE,564.3
11625,Adonai Mitchell,WR,NYJ,561.6
9494,Marvin Mims Jr.,WR,DEN,557.1
11646,Jalen Coker,WR,CAR,557.0
12485,Tez Johnson,WR,TB,555.0
11783,Ryan Flournoy,WR,DAL,553.2
12535,Isaac TeSlaa,WR,DET,553.1
9501,DeMario Douglas,WR,NE,551.1
8180,Jalen Nailor,WR,MIN,547.8
5848,Hollywood Brown,WR,KC,544.4
11650,Luke McCaffrey,WR,WSH,543.0
12501,Matthew Golden,WR,GB,540.5
12492,Pat Bryant,WR,DEN,539.9
10218,Xavier Hutchinson,WR,HOU,536.8
9486,Dontayvion Wicks,WR,GB,534.4
8188,Tyquan Thornton,WR,KC,533.9
5970,Greg Dortch,WR,ARI,533.1
12536,Jaylin Noel,WR,HOU,526.5
10226,Andrei Iosivas,WR,CIN,522.1
12509,Tre' Harris,WR,LAC,520.9
12520,Xavier Restrepo,WR,TEN,519.5
8147,John Metchie III,WR,NYJ,517.6
12503,Isaiah Bond,WR,CLE,516.8
10444,Cedric Tillman,WR,CLE,515.8
11608,Isaiah Williams,WR,NYJ,512.7
7571,Rashod Bateman,WR,BAL,509.5
6271,Olamide Zaccheaus,WR,CHI,508.2
5955,Hunter Renfrow,WR,CAR,507.0
8125,Calvin Austin III,WR,PIT,506.5
7587,Dyami Brown,WR,JAX,504.6
8135,Treylon Burks,WR,WSH,504.3
12483,Jack Bech,WR,LV,503.6
4039,Cooper Kupp,WR,SEA,501.9
6943,Gabe Davis,WR,BUF,501.6
12641,Jaylin Lane,WR,WSH,497.7
7670,Joshua Palmer,WR,BUF,493.5
6149,Darius Slayton,WR,NYG,492.5
12547,Kyle Williams,WR,NE,487.2
13079,Jahdae Walker,WR,CHI,486.0
6920,Isaiah Hodgins,WR,PIT,483.8
8117,Jalen Tolbert,WR,DAL,483.6
12482,Savion Williams,WR,GB,483.3
12523,Jimmy Horn Jr.,WR,CAR,480.2
8119,Jahan Dotson,WR,PHI,479.6
7090,Darnell Mooney,WR,ATL,479.0
12718,Konata Mumpfield,WR,LAR,477.5
