player_id,name,position,team,engine_value,sf_engine_value,value_confidence,engine_value_8,sf_engine_value_8,engine_value_10,sf_engine_value_10,engine_value_12,sf_engine_value_12,engine_value_14,sf_engine_value_14
4984,Josh Allen,QB,BUF,741.1,999.9,0.352,741.1,999.9,741.1,999.9,741.1,999.9,741.1,999.9
6904,Jalen Hurts,QB,PHI,555.0,731.4,0.336,533.7,691.6,555.0,731.4,559.0,737.9,564.5,749.2
6797,Justin Herbert,QB,LAC,513.6,653.7,0.344,473.2,634.5,513.6,653.7,520.2,661.1,529.0,671.0
4046,Patrick Mahomes,QB,KC,474.7,650.2,0.353,473.4,648.5,474.7,650.2,485.2,656.4,499.3,661.4
4881,Lamar Jackson,QB,BAL,463.7,771.9,0.334,462.3,769.7,463.7,771.9,468.4,779.5,484.1,784.3
8183,Brock Purdy,QB,SF,445.2,616.2,0.35,443.8,614.3,445.2,616.2,450.0,622.5,451.5,624.5
421,Matthew Stafford,QB,LAR,440.4,583.2,0.357,440.4,583.2,440.4,583.2,440.4,583.2,440.4,583.2
11564,Drake Maye,QB,NE,438.9,807.6,0.358,438.9,807.6,438.9,807.6,438.9,807.6,441.1,811.4
3163,Jared Goff,QB,DET,434.3,578.6,0.333,432.9,576.7,434.3,578.6,438.4,583.8,440.3,586.3
7523,Trevor Lawrence,QB,JAX,431.4,608.4,0.356,429.8,606.2,431.4,608.4,436.6,615.6,438.3,617.8
6770,Joe Burrow,QB,CIN,423.2,579.6,0.331,421.4,577.3,423.2,579.6,428.9,587.2,430.7,589.6
11566,Jayden Daniels,QB,WSH,416.7,704.3,0.328,416.7,704.3,416.7,704.3,420.5,710.5,422.5,713.8
9758,C.J. Stroud,QB,HOU,414.1,721.3,0.344,414.1,721.3,414.1,721.3,414.1,721.3,416.0,724.6
6804,Jordan Love,QB,GB,411.4,566.1,0.338,410.1,564.3,411.4,566.1,417.4,574.1,419.3,576.6
7591,Justin Fields,QB,NYJ,409.7,561.1,0.351,408.4,559.3,409.7,561.1,413.4,566.0,415.9,569.2
4892,Baker Mayfield,QB,TB,405.1,548.0,0.331,404.7,547.5,405.1,548.0,409.3,553.5,411.2,555.9
4943,Sam Darnold,QB,SEA,403.9,542.2,0.322,402.6,540.4,403.9,542.2,408.1,547.6,410.0,550.0
5849,Kyler Murray,QB,ARI,399.3,554.9,0.33,398.2,553.5,399.3,554.9,405.3,563.0,407.3,565.6
11560,Caleb Williams,QB,CHI,393.6,746.8,0.352,393.6,746.8,393.6,746.8,393.6,746.8,394.4,748.2
6768,Tua Tagovailoa,QB,MIA,383.0,625.1,0.319,383.0,625.1,383.0,625.1,387.5,632.1,389.6,635.3
11563,Bo Nix,QB,DEN,379.1,540.5,0.336,377.9,539.0,379.1,540.5,383.1,546.0,385.3,548.9
3294,Dak Prescott,QB,DAL,375.3,536.1,0.355,375.3,536.1,375.3,536.1,375.3,536.1,375.3,536.1
5870,Daniel Jones,QB,IND,368.1,529.5,0.35,368.1,529.5,368.1,529.5,370.4,532.6,372.2,535.2
12508,Jaxson Dart,QB,NYG,347.5,634.4,0.35,347.5,634.4,347.5,634.4,347.5,634.4,347.5,634.4
9228,Bryce Young,QB,CAR,331.2,623.4,0.327,331.2,623.4,331.2,623.4,331.2,623.4,331.2,623.4
3257,Jacoby Brissett,QB,ARI,325.0,472.9,0.348,325.0,472.9,325.0,472.9,325.0,472.9,325.0,472.9
3161,Carson Wentz,QB,MIN,324.2,454.8,0.344,324.2,454.8,324.2,454.8,324.2,454.8,324.2,454.8
1166,Kirk Cousins,QB,ATL,319.2,434.3,0.328,319.2,434.3,319.2,434.3,319.2,434.3,319.2,434.3
19,Joe Flacco,QB,CIN,309.6,422.3,0.339,309.6,422.3,309.6,422.3,309.6,422.3,309.6,422.3
7527,Mac Jones,QB,SF,305.2,585.5,0.33,305.2,585.5,305.2,585.5,305.2,585.5,305.2,585.5
11562,Spencer Rattler,QB,NO,300.3,546.3,0.326,300.3,546.3,300.3,546.3,300.3,546.3,300.3,546.3
6111,Jake Browning,QB,CIN,294.7,522.9,0.348,294.7,522.9,294.7,522.9,294.7,522.9,294.7,522.9
96,Aaron Rodgers,QB,PIT,292.3,400.8,0.326,292.3,400.8,292.3,400.8,292.3,400.8,292.3,400.8
1373,Geno Smith,QB,LV,291.8,421.1,0.318,291.8,421.1,291.8,421.1,291.8,421.1,291.8,421.1
12522,Cam Ward,QB,TEN,290.9,524.4,0.336,290.9,524.4,290.9,524.4,290.9,524.4,290.9,524.4
2306,Jameis Winston,QB,NYG,286.9,430.6,0.341,286.9,430.6,286.9,430.6,286.9,430.6,286.9,430.6
11565,J.J. McCarthy,QB,MIN,285.9,573.8,0.341,285.9,573.8,285.9,573.8,285.9,573.8,285.9,573.8
12545,Tyler Shough,QB,NO,282.9,580.6,0.344,282.9,580.6,282.9,580.6,282.9,580.6,282.9,580.6
2307,Marcus Mariota,QB,WSH,282.8,413.0,0.317,282.8,413.0,282.8,413.0,282.8,413.0,282.8,413.0
7585,Davis Mills,QB,HOU,258.9,519.9,0.336,258.9,519.9,258.9,519.9,258.9,519.9,258.9,519.9
12524,Shedeur Sanders,QB,CLE,258.4,527.0,0.337,258.4,527.0,258.4,527.0,258.4,527.0,258.4,527.0
11559,Michael Penix Jr.,QB,ATL,258.0,549.3,0.341,258.0,549.3,258.0,549.3,258.0,549.3,258.0,549.3
1234,Russell Wilson,QB,NYG,247.0,367.6,0.32,247.0,367.6,247.0,367.6,247.0,367.6,247.0,367.6
7083,Tyler Huntley,QB,BAL,242.0,406.5,0.309,242.0,406.5,242.0,406.5,242.0,406.5,242.0,406.5
12486,Dillon Gabriel,QB,CLE,223.0,443.0,0.326,223.0,443.0,223.0,443.0,223.0,443.0,223.0,443.0
827,Tyrod Taylor,QB,NYJ,217.1,336.0,0.322,217.1,336.0,217.1,336.0,217.1,336.0,217.1,336.0
5854,Drew Lock,QB,SEA,169.8,333.5,0.307,169.8,333.5,169.8,333.5,169.8,333.5,169.8,333.5
3976,Mitchell Trubisky,QB,BUF,167.4,280.0,0.334,167.4,280.0,167.4,280.0,167.4,280.0,167.4,280.0
9230,Tanner McKee,QB,PHI,157.1,334.3,0.312,157.1,334.3,157.1,334.3,157.1,334.3,157.1,334.3
4381,Taysom Hill,QB,NO,156.8,253.4,0.309,156.8,253.4,156.8,253.4,156.8,253.4,156.8,253.4
1837,Jimmy Garoppolo,QB,LAR,144.2,248.2,0.327,144.2,248.2,144.2,248.2,144.2,248.2,144.2,248.2
4574,Cooper Rush,QB,BAL,143.0,222.2,0.301,143.0,222.2,143.0,222.2,143.0,222.2,143.0,222.2
4972,Mason Rudolph,QB,PIT,142.5,242.5,0.309,142.5,242.5,142.5,242.5,142.5,242.5,142.5,242.5
