player_id,name,position,team,engine_value,sf_engine_value,value_confidence,engine_value_8,sf_engine_value_8,engine_value_10,sf_engine_value_10,engine_value_12,sf_engine_value_12,engine_value_14,sf_engine_value_14
4984,Josh Allen,QB,BUF,406.6,999.9,0.352,406.6,999.9,406.6,999.9,406.6,999.9,406.6,999.9
6904,Jalen Hurts,QB,PHI,303.8,712.5,0.336,292.0,674.7,303.8,712.5,305.8,718.4,309.0,729.5
6797,Justin Herbert,QB,LAC,277.2,638.7,0.344,258.1,620.7,277.2,638.7,280.4,645.4,285.2,655.2
4046,Patrick Mahomes,QB,KC,263.3,635.4,0.353,262.7,633.9,263.3,635.4,268.1,640.9,274.9,646.1
4881,Lamar Jackson,QB,BAL,255.1,750.8,0.334,254.4,748.8,255.1,750.8,257.3,757.4,264.8,762.7
8183,Brock Purdy,QB,SF,248.6,602.1,0.35,248.0,600.5,248.6,602.1,250.9,607.7,252.0,610.2
7523,Trevor Lawrence,QB,JAX,244.6,596.1,0.356,243.8,594.3,244.6,596.1,247.1,602.2,248.2,605.0
421,Matthew Stafford,QB,LAR,240.0,572.1,0.357,240.0,572.1,240.0,572.1,240.0,572.1,240.0,572.1
11564,Drake Maye,QB,NE,239.6,763.4,0.358,239.6,763.4,239.6,763.4,239.6,763.4,241.0,767.9
3163,Jared Goff,QB,DET,237.0,567.7,0.333,236.3,565.9,237.0,567.7,238.9,572.2,240.2,575.3
6770,Joe Burrow,QB,CIN,235.0,566.7,0.331,234.2,564.8,235.0,566.7,237.8,573.6,239.1,576.6
9758,C.J. Stroud,QB,HOU,229.6,703.8,0.344,229.6,703.8,229.6,703.8,229.6,703.8,230.9,707.6
6804,Jordan Love,QB,GB,229.6,556.7,0.338,228.8,554.8,229.6,556.7,232.4,563.7,233.7,566.8
7591,Justin Fields,QB,NYJ,227.3,550.9,0.351,226.6,549.2,227.3,550.9,229.0,555.0,230.7,559.1
4892,Baker Mayfield,QB,TB,224.4,538.8,0.331,224.1,538.3,224.4,538.8,226.3,543.5,227.6,546.5
5849,Kyler Murray,QB,ARI,223.6,544.3,0.33,223.1,543.0,223.6,544.3,226.6,551.4,227.9,554.7
11566,Jayden Daniels,QB,WSH,223.3,668.0,0.328,223.3,668.0,223.3,668.0,225.3,673.9,226.6,677.7
4943,Sam Darnold,QB,SEA,221.0,531.9,0.322,220.4,530.4,221.0,531.9,223.0,536.6,224.2,539.5
11560,Caleb Williams,QB,CHI,217.9,707.3,0.352,217.9,707.3,217.9,707.3,217.9,707.3,218.6,709.5
3294,Dak Prescott,QB,DAL,215.1,526.0,0.355,215.1,526.0,215.1,526.0,215.1,526.0,215.1,526.0
5870,Daniel Jones,QB,IND,211.5,520.3,0.35,211.5,520.3,211.5,520.3,212.5,522.9,213.8,526.0
11563,Bo Nix,QB,DEN,211.4,517.9,0.336,210.8,516.4,211.4,517.9,213.4,522.8,214.9,526.5
6768,Tua Tagovailoa,QB,MIA,210.6,610.7,0.319,210.6,610.7,210.6,610.7,212.7,616.7,214.1,620.5
9228,Bryce Young,QB,CAR,193.2,610.9,0.327,193.2,610.9,193.2,610.9,193.2,610.9,193.2,610.9
3257,Jacoby Brissett,QB,ARI,188.7,466.4,0.348,188.7,466.4,188.7,466.4,188.7,466.4,188.7,466.4
3161,Carson Wentz,QB,MIN,183.7,450.0,0.344,183.7,450.0,183.7,450.0,183.7,450.0,183.7,450.0
7527,Mac Jones,QB,SF,179.3,573.3,0.33,179.3,573.3,179.3,573.3,179.3,573.3,179.3,573.3
1166,Kirk Cousins,QB,ATL,177.9,430.1,0.328,177.9,430.1,177.9,430.1,177.9,430.1,177.9,430.1
12508,Jaxson Dart,QB,NYG,174.3,550.0,0.35,174.3,550.0,174.3,550.0,174.3,550.0,174.3,550.0
19,Joe Flacco,QB,CIN,173.8,419.1,0.339,173.8,419.1,173.8,419.1,173.8,419.1,173.8,419.1
2306,Jameis Winston,QB,NYG,170.7,427.3,0.341,170.7,427.3,170.7,427.3,170.7,427.3,170.7,427.3
1373,Geno Smith,QB,LV,169.4,418.6,0.318,169.4,418.6,169.4,418.6,169.4,418.6,169.4,418.6
11562,Spencer Rattler,QB,NO,167.7,522.5,0.326,167.7,522.5,167.7,522.5,167.7,522.5,167.7,522.5
2307,Marcus Mariota,QB,WSH,165.1,410.2,0.317,165.1,410.2,165.1,410.2,165.1,410.2,165.1,410.2
96,Aaron Rodgers,QB,PIT,164.5,399.4,0.326,164.5,399.4,164.5,399.4,164.5,399.4,164.5,399.4
11565,J.J. McCarthy,QB,MIN,164.2,547.9,0.341,164.2,547.9,164.2,547.9,164.2,547.9,164.2,547.9
6111,Jake Browning,QB,CIN,164.2,408.4,0.348,164.2,408.4,164.2,408.4,164.2,408.4,164.2,408.4
7585,Davis Mills,QB,HOU,156.5,511.3,0.336,156.5,511.3,156.5,511.3,156.5,511.3,156.5,511.3
11559,Michael Penix Jr.,QB,ATL,153.2,525.1,0.341,153.2,525.1,153.2,525.1,153.2,525.1,153.2,525.1
12545,Tyler Shough,QB,NO,148.3,493.2,0.344,148.3,493.2,148.3,493.2,148.3,493.2,148.3,493.2
1234,Russell Wilson,QB,NYG,147.5,368.3,0.32,147.5,368.3,147.5,368.3,147.5,368.3,147.5,368.3
7083,Tyler Huntley,QB,BAL,144.3,404.8,0.309,144.3,404.8,144.3,404.8,144.3,404.8,144.3,404.8
12522,Cam Ward,QB,TEN,143.2,448.1,0.336,143.2,448.1,143.2,448.1,143.2,448.1,143.2,448.1
12524,Shedeur Sanders,QB,CLE,133.5,437.5,0.337,133.5,437.5,133.5,437.5,133.5,437.5,133.5,437.5
827,Tyrod Taylor,QB,NYJ,132.9,338.8,0.322,132.9,338.8,132.9,338.8,132.9,338.8,132.9,338.8
11557,Joe Milton III,QB,DAL,131.3,328.1,0.323,131.3,328.1,131.3,328.1,131.3,328.1,131.3,328.1
