player_id,name,position,team,engine_value,sf_engine_value,value_confidence,engine_value_8,sf_engine_value_8,engine_value_10,sf_engine_value_10,engine_value_12,sf_engine_value_12,engine_value_14,sf_engine_value_14
4984,Josh Allen,QB,BUF,419.7,999.9,0.352,419.7,999.9,419.7,999.9,419.7,999.9,419.7,999.9
6904,Jalen Hurts,QB,PHI,313.2,736.3,0.336,301.0,697.2,313.2,736.3,315.4,742.7,318.6,753.9
6797,Justin Herbert,QB,LAC,285.7,659.9,0.344,265.8,641.2,285.7,659.9,289.2,667.2,293.9,677.0
4046,Patrick Mahomes,QB,KC,271.3,656.5,0.353,270.6,654.9,271.3,656.5,276.4,662.6,283.3,667.5
4881,Lamar Jackson,QB,BAL,262.8,775.9,0.334,262.0,773.7,262.8,775.9,265.3,783.3,272.8,788.2
8183,Brock Purdy,QB,SF,256.1,622.1,0.35,255.4,620.2,256.1,622.1,258.7,628.3,259.5,630.3
7523,Trevor Lawrence,QB,JAX,251.3,614.5,0.356,250.5,612.4,251.3,614.5,254.2,621.5,255.2,623.8
421,Matthew Stafford,QB,LAR,247.2,591.0,0.357,247.2,591.0,247.2,591.0,247.2,591.0,247.2,591.0
11564,Drake Maye,QB,NE,246.4,788.0,0.358,246.4,788.0,246.4,788.0,246.4,788.0,247.6,791.8
3163,Jared Goff,QB,DET,244.1,586.4,0.333,243.3,584.6,244.1,586.4,246.2,591.5,247.3,594.1
6770,Joe Burrow,QB,CIN,242.3,586.4,0.331,241.4,584.1,242.3,586.4,245.4,593.8,246.5,596.3
9758,C.J. Stroud,QB,HOU,236.1,726.4,0.344,236.1,726.4,236.1,726.4,236.1,726.4,237.1,729.5
6804,Jordan Love,QB,GB,236.0,574.2,0.338,235.3,572.5,236.0,574.2,239.2,582.0,240.3,584.6
7591,Justin Fields,QB,NYJ,233.7,568.3,0.351,233.0,566.6,233.7,568.3,235.7,573.0,237.1,576.4
4892,Baker Mayfield,QB,TB,231.0,556.6,0.331,230.8,556.0,231.0,556.6,233.2,561.9,234.2,564.3
5849,Kyler Murray,QB,ARI,230.2,562.2,0.33,229.7,560.9,230.2,562.2,233.5,570.1,234.6,572.8
11566,Jayden Daniels,QB,WSH,229.6,689.4,0.328,229.6,689.4,229.6,689.4,231.7,695.6,232.8,698.8
4943,Sam Darnold,QB,SEA,227.5,549.4,0.322,226.9,547.9,227.5,549.4,229.7,554.7,230.7,557.1
11560,Caleb Williams,QB,CHI,224.0,730.0,0.352,224.0,730.0,224.0,730.0,224.0,730.0,224.5,731.4
3294,Dak Prescott,QB,DAL,221.6,543.9,0.355,221.6,543.9,221.6,543.9,221.6,543.9,221.6,543.9
5870,Daniel Jones,QB,IND,217.6,537.4,0.35,217.6,537.4,217.6,537.4,218.9,540.5,219.9,543.0
11563,Bo Nix,QB,DEN,217.2,533.9,0.336,216.6,532.4,217.2,533.9,219.4,539.3,220.7,542.4
6768,Tua Tagovailoa,QB,MIA,216.8,630.8,0.319,216.8,630.8,216.8,630.8,219.1,637.7,220.2,640.8
9228,Bryce Young,QB,CAR,198.5,630.3,0.327,198.5,630.3,198.5,630.3,198.5,630.3,198.5,630.3
3257,Jacoby Brissett,QB,ARI,194.3,482.3,0.348,194.3,482.3,194.3,482.3,194.3,482.3,194.3,482.3
3161,Carson Wentz,QB,MIN,188.9,464.7,0.344,188.9,464.7,188.9,464.7,188.9,464.7,188.9,464.7
