player_id,name,position,team,engine_value,sf_engine_value,value_confidence,engine_value_8,sf_engine_value_8,engine_value_10,sf_engine_value_10,engine_value_12,sf_engine_value_12,engine_value_14,sf_engine_value_14
4984,Josh Allen,QB,BUF,724.1,999.9,0.352,724.1,999.9,724.1,999.9,724.1,999.9,724.1,999.9
6904,Jalen Hurts,QB,PHI,683.9,976.5,0.336,675.0,972.3,683.9,976.5,683.9,976.5,683.9,976.5
6797,Justin Herbert,QB,LAC,651.2,881.4,0.344,535.2,728.0,651.2,881.4,684.6,977.5,684.6,977.5
4046,Patrick Mahomes,QB,KC,527.2,731.2,0.353,527.2,731.2,527.2,731.2,708.8,999.9,708.8,999.9
4881,Lamar Jackson,QB,BAL,514.4,870.3,0.334,514.1,869.8,514.4,870.3,515.0,871.5,648.7,943.3
8183,Brock Purdy,QB,SF,506.4,708.9,0.35,505.2,707.2,506.4,708.9,509.1,712.5,509.5,713.1
421,Matthew Stafford,QB,LAR,487.5,654.1,0.357,487.5,654.1,487.5,654.1,487.5,654.1,487.5,654.1
3163,Jared Goff,QB,DET,481.3,650.1,0.333,478.3,646.2,481.3,650.1,487.4,658.2,489.7,661.3
7523,Trevor Lawrence,QB,JAX,480.3,685.2,0.356,476.8,680.3,480.3,685.2,487.8,695.6,489.1,697.4
11564,Drake Maye,QB,NE,479.0,891.6,0.358,479.0,891.6,479.0,891.6,479.0,891.6,482.3,897.6
6770,Joe Burrow,QB,CIN,475.3,658.8,0.331,471.5,653.6,475.3,658.8,483.3,669.5,484.7,671.4
6804,Jordan Love,QB,GB,458.2,639.0,0.338,455.9,635.9,458.2,639.0,467.7,651.8,469.3,654.0
11566,Jayden Daniels,QB,WSH,453.9,777.2,0.328,453.9,777.2,453.9,777.2,460.3,787.8,462.8,792.0
4892,Baker Mayfield,QB,TB,449.3,615.3,0.331,448.4,614.1,449.3,615.3,456.1,624.3,458.4,627.3
9758,C.J. Stroud,QB,HOU,448.9,793.3,0.344,448.9,793.3,448.9,793.3,448.9,793.3,451.9,798.4
7591,Justin Fields,QB,NYJ,446.6,620.6,0.351,444.1,617.1,446.6,620.6,451.9,627.7,455.5,632.6
5849,Kyler Murray,QB,ARI,445.2,626.9,0.33,444.0,625.3,445.2,626.9,455.3,640.7,457.0,643.1
4943,Sam Darnold,QB,SEA,443.4,604.0,0.322,440.6,600.3,443.4,604.0,449.8,612.5,451.9,615.3
11560,Caleb Williams,QB,CHI,425.0,816.2,0.352,425.0,816.2,425.0,816.2,425.0,816.2,426.2,818.3
11563,Bo Nix,QB,DEN,420.4,606.4,0.336,418.4,603.5,420.4,606.4,426.4,614.7,429.4,618.8
6768,Tua Tagovailoa,QB,MIA,416.1,689.7,0.319,416.1,689.7,416.1,689.7,423.6,701.6,426.2,705.7
3294,Dak Prescott,QB,DAL,411.4,594.1,0.355,411.4,594.1,411.4,594.1,411.4,594.1,411.4,594.1
5870,Daniel Jones,QB,IND,397.6,579.3,0.35,397.6,579.3,397.6,579.3,401.5,584.7,404.1,588.4
12508,Jaxson Dart,QB,NYG,369.0,682.7,0.35,369.0,682.7,369.0,682.7,369.0,682.7,369.0,682.7
9228,Bryce Young,QB,CAR,356.6,680.5,0.327,356.6,680.5,356.6,680.5,356.6,680.5,356.6,680.5
1166,Kirk Cousins,QB,ATL,352.2,485.3,0.328,352.2,485.3,352.2,485.3,352.2,485.3,352.2,485.3
3257,Jacoby Brissett,QB,ARI,349.8,515.4,0.348,349.8,515.4,349.8,515.4,349.8,515.4,349.8,515.4
