player_id,name,position,team,engine_value
9488,Jaxon Smith-Njigba,WR,SEA,980.5
8151,Kenneth Walker III,RB,SEA,462.2
3258,,,,248.1
7591,Justin Fields,QB,NYJ,599.5
7602,Kylen Granson,TE,PHI,362.3
11584,Bucky Irving,RB,TB,810.9
12496,Tai Felton,WR,MIN,443.9
9497,Jalin Hyatt,WR,NYG,443.5
5374,Justin Watson,WR,HOU,411.7
4464,,,,278.0
7537,Jaret Patterson,RB,LAC,357.6
11655,Tyrone Tracy Jr.,RB,NYG,375.4
9226,De'Von Achane,RB,MIA,779.4
12732,Dominic Lovett,WR,DET,416.7
8146,Garrett Wilson,WR,NYJ,678.0
4177,Mack Hollins,WR,NE,455.3
5859,A.J. Brown,WR,PHI,646.7
9757,Kendre Miller,RB,NO,464.4
9224,Chase Brown,RB,CIN,525.5
10229,Rashee Rice,WR,KC,955.9
11624,Xavier Worthy,WR,KC,589.6
8195,,,,187.2
12658,Jackson Hawes,TE,BUF,428.4
6797,Justin Herbert,QB,LAC,623.4
11635,Ladd McConkey,WR,LAC,644.3
11994,Kameron Johnson,WR,TB,440.8
11633,Jamari Thrash,WR,CLE,456.8
12486,Dillon Gabriel,QB,CLE,495.6
3163,Jared Goff,QB,DET,571.7
6806,J.K. Dobbins,RB,DEN,423.6
11650,Luke McCaffrey,WR,WSH,528.3
4217,George Kittle,TE,SF,501.5
11600,Ja'Tavion Sanders,TE,CAR,431.9
3200,Sterling Shepard,WR,TB,447.4
10210,Cameron Latu,TE,PHI,379.3
7571,Rashod Bateman,WR,BAL,520.4
8148,Jameson Williams,WR,DET,632.5
12527,Ashton Jeanty,RB,LV,812.3
5850,Josh Jacobs,RB,GB,642.5
2359,Ameer Abdullah,RB,IND,191.4
4066,Evan Engram,TE,DEN,378.3
10236,Dalton Kincaid,TE,BUF,593.2
7553,Kyle Pitts Sr.,TE,ATL,510.6
8698,Jake Tonges,TE,SF,439.0
7594,Chuba Hubbard,RB,CAR,390.5
3214,Hunter Henry,TE,NE,437.4
8250,Tay Martin,WR,WSH,386.2
10213,Tre Tucker,WR,LV,606.6
11564,Drake Maye,QB,NE,769.5
5127,Kyle Allen,QB,DET,296.2
7842,Luke Farrell,TE,SF,368.3
8135,Treylon Burks,WR,WSH,496.9
12490,Bhayshul Tuten,RB,JAX,539.6
8207,Tyler Goodson,RB,IND,223.2
6770,Joe Burrow,QB,CIN,564.3
11643,Jaylen Wright,RB,MIA,489.3
7757,Ben Skowronek,WR,PIT,368.4
12524,Shedeur Sanders,QB,CLE,587.4
11570,Rasheen Ali,RB,BAL,339.6
6783,Jerry Jeudy,WR,CLE,547.8
8167,Christian Watson,WR,GB,652.4
6130,Devin Singletary,RB,NYG,300.6
11510,Hunter Luepke,RB,DAL,249.5
7547,Amon-Ra St. Brown,WR,DET,819.6
11377,Tyrell Shavers,WR,BUF,435.7
3269,Chris Moore,WR,WSH,374.9
11306,Xavier Gipson,WR,PHI,411.6
10871,Luke Schoonmaker,TE,DAL,376.3
12541,Dont'e Thornton Jr.,WR,LV,458.4
4054,Mo Alie-Cox,TE,IND,263.6
11895,Mason Tipton,WR,NO,426.3
10859,Sam LaPorta,TE,DET,593.4
3161,Carson Wentz,QB,MIN,524.0
8123,Hassan Haskins,RB,LAC,234.7
11627,Troy Franklin,WR,DEN,642.3
10234,Derius Davis,WR,LAC,402.4
4035,Alvin Kamara,RB,NO,364.5
12510,Jalen Milroe,QB,SEA,340.0
7525,DeVonta Smith,WR,PHI,596.5
7090,Darnell Mooney,WR,ATL,471.6
11563,Bo Nix,QB,DEN,684.5
9479,Darnell Washington,TE,PIT,442.1
4718,Dare Ogunbowale,RB,HOU,132.3
6960,Tyler Johnson,WR,NYJ,429.8
7436,Mason Kinsey,WR,TEN,366.0
8583,,,,357.6
10218,Xavier Hutchinson,WR,HOU,525.8
4892,Baker Mayfield,QB,TB,565.5
12699,LaJohntay Wester,WR,BAL,413.1
5113,Cedrick Wilson Jr.,WR,MIA,338.2
9501,DeMario Douglas,WR,NE,552.0
11623,Jordan Whittington,WR,LAR,457.3
7002,Juwan Johnson,TE,NO,458.5
5008,Durham Smythe,TE,CHI,297.4
7587,Dyami Brown,WR,JAX,508.6
10219,Chris Rodriguez Jr.,RB,WSH,359.1
8127,Charlie Kolar,TE,BAL,401.4
1373,Geno Smith,QB,LV,464.2
6865,Colby Parkinson,TE,LAR,448.7
8484,Ko Kieft,TE,TB,357.6
11210,Malik Heath,WR,GB,426.8
12357,David Martin-Robinson,TE,TEN,389.9
12520,Xavier Restrepo,WR,TEN,504.5
8917,KaVontae Turpin,WR,DAL,442.1
6869,Adam Trautman,TE,DEN,376.9
11589,Trey Benson,RB,ARI,530.4
5973,Josh Oliver,TE,MIN,388.7
11201,Blake Whiteheart,TE,CLE,382.0
12670,KeAndre Lambert-Smith,WR,LAC,420.0
10224,Brayden Willis,TE,SF,367.2
6847,,,,366.4
7543,Travis Etienne Jr.,RB,JAX,518.3
4992,,,,323.5
11435,Emanuel Wilson,RB,GB,341.0
9220,,,,237.6
5185,Allen Lazard,WR,NYJ,389.6
11638,Ricky Pearsall,WR,SF,570.7
1426,DeAndre Hopkins,WR,BAL,391.0
8168,Skyy Moore,WR,SF,420.2
6271,Olamide Zaccheaus,WR,CHI,493.2
6694,D'Ernest Johnson,RB,NE,117.4
8254,Julius Chestnut,RB,TEN,232.9
8155,Breece Hall,RB,NYJ,569.3
12062,Cam Grandy,TE,CIN,374.5
5872,Deebo Samuel,WR,WSH,606.4
6813,Jonathan Taylor,RB,IND,714.0
5844,T.J. Hockenson,TE,MIN,439.0
11311,Jason Brownlee,WR,KC,396.7
7535,Hunter Long,TE,JAX,406.0
8137,George Pickens,WR,DAL,896.8
8154,Brian Robinson Jr.,RB,SF,273.6
12544,LeQuint Allen Jr.,RB,JAX,459.8
12517,Colston Loveland,TE,CHI,479.3
12718,Konata Mumpfield,WR,LAR,441.9
12634,Jordan Watkins,WR,SF,443.8
7610,,,,391.9
11806,Casey Washington,WR,ATL,448.7
6144,Trayveon Williams,RB,LAC,111.7
12514,Emeka Egbuka,WR,TB,682.0
12505,Jalen Royals,WR,KC,421.1
8131,Isaiah Likely,TE,BAL,443.6
6149,Darius Slayton,WR,NYG,486.3
9493,Puka Nacua,WR,LAR,965.5
5010,Will Dissly,TE,LAC,348.7
12512,Quinshon Judkins,RB,CLE,763.8
9506,Sean Tucker,RB,TB,445.9
3286,Demarcus Robinson,WR,SF,374.3
4881,Lamar Jackson,QB,BAL,616.9
8885,Tucker Fisk,TE,LAC,372.5
4189,Eric Saubert,TE,SEA,281.9
1689,Adam Thielen,WR,MIN,338.1
10228,Charlie Jones,WR,CIN,377.8
6588,,,,395.2
12526,Tetairoa McMillan,WR,CAR,711.2
12492,Pat Bryant,WR,DEN,516.9
11082,Ben Sims,TE,MIN,384.4
9230,Tanner McKee,QB,PHI,355.6
