player_id,name,position,team,engine_value
4984,Josh Allen,QB,BUF,878.6
8183,Brock Purdy,QB,SF,817.6
7523,Trevor Lawrence,QB,JAX,780.3
11564,Drake Maye,QB,NE,753.7
6904,Jalen Hurts,QB,PHI,725.6
4881,Lamar Jackson,QB,BAL,722.3
4046,Patrick Mahomes,QB,KC,687.1
11560,Caleb Williams,QB,CHI,682.7
421,Matthew Stafford,QB,LAR,678.8
6797,Justin Herbert,QB,LAC,676.6
6770,Joe Burrow,QB,CIN,663.0
5870,Daniel Jones,QB,IND,662.1
7591,Justin Fields,QB,NYJ,660.5
11566,Jayden Daniels,QB,WSH,659.0
9758,C.J. Stroud,QB,HOU,658.4
11563,Bo Nix,QB,DEN,650.4
3163,Jared Goff,QB,DET,644.0
6804,Jordan Love,QB,GB,641.8
3294,Dak Prescott,QB,DAL,639.8
5849,Kyler Murray,QB,ARI,634.7
9228,Bryce Young,QB,CAR,623.1
4892,Baker Mayfield,QB,TB,619.6
11559,Michael Penix Jr.,QB,ATL,605.3
12508,Jaxson Dart,QB,NYG,598.5
4943,Sam Darnold,QB,SEA,598.0
11565,J.J. McCarthy,QB,MIN,575.8
6768,Tua Tagovailoa,QB,MIA,574.2
7527,Mac Jones,QB,SF,571.8
3257,Jacoby Brissett,QB,ARI,569.5
12545,Tyler Shough,QB,NO,569.0
11562,Spencer Rattler,QB,NO,563.4
2306,Jameis Winston,QB,NYG,562.6
7585,Davis Mills,QB,HOU,555.2
12524,Shedeur Sanders,QB,CLE,547.1
6111,Jake Browning,QB,CIN,539.0
12522,Cam Ward,QB,TEN,538.1
96,Aaron Rodgers,QB,PIT,535.0
19,Joe Flacco,QB,CIN,534.3
3161,Carson Wentz,QB,MIN,525.2
2307,Marcus Mariota,QB,WSH,508.1
12486,Dillon Gabriel,QB,CLE,494.7
1373,Geno Smith,QB,LV,485.7
9230,Tanner McKee,QB,PHI,480.0
7083,Tyler Huntley,QB,BAL,477.9
1166,Kirk Cousins,QB,ATL,469.5
3976,Mitchell Trubisky,QB,BUF,448.1
827,Tyrod Taylor,QB,NYJ,439.2
1234,Russell Wilson,QB,NYG,431.3
11256,Tyson Bagent,QB,CHI,428.5
4972,Mason Rudolph,QB,PIT,396.2
1837,Jimmy Garoppolo,QB,LAR,385.7
5854,Drew Lock,QB,SEA,360.2
4381,Taysom Hill,QB,NO,323.9
4574,Cooper Rush,QB,BAL,298.2
829,Andy Dalton,QB,CAR,283.9
9221,Jahmyr Gibbs,RB,DET,933.8
9509,Bijan Robinson,RB,ATL,776.7
4034,Christian McCaffrey,RB,SF,755.4
9226,De'Von Achane,RB,MIA,731.5
6813,Jonathan Taylor,RB,IND,716.3
11584,Bucky Irving,RB,TB,612.4
3198,Derrick Henry,RB,BAL,596.7
4866,Saquon Barkley,RB,PHI,589.4
12507,Omarion Hampton,RB,LAC,557.9
5850,Josh Jacobs,RB,GB,554.4
8150,Kyren Williams,RB,LAR,551.0
12527,Ashton Jeanty,RB,LV,536.9
8155,Breece Hall,RB,NYJ,525.9
9224,Chase Brown,RB,CIN,516.7
8138,James Cook III,RB,BUF,476.1
7543,Travis Etienne Jr.,RB,JAX,472.1
